unix,date,symbol,open,high,low,close,Volume SOL,Volume USD
1.71798E+12,6/10/2024 0:00,SOL/USD,161.98,163.088,157.574,159.015,7031.953901,1118186.149567515
1.71789E+12,6/9/2024 0:00,SOL/USD,157.718,163,156.599,161.98,22523.77734,3648401.4530472597
1.7178E+12,6/8/2024 0:00,SOL/USD,162.482,163,157,157.718,22024.75406,3473700.161
1.71772E+12,6/7/2024 0:00,SOL/USD,169.896,172.673,152.501,162.482,19176.07896,3115767.6614162377
1.71763E+12,6/6/2024 0:00,SOL/USD,173.643,174.36,167.705,169.896,7902.779436,1342650.6150586559
1.71755E+12,6/5/2024 0:00,SOL/USD,172.127,175.03,170.5,173.643,12111.44734,2103068.050980549
1.71746E+12,6/4/2024 0:00,SOL/USD,164.971,172.127,164.4,172.127,17333.7501,2983606.402946319
1.71737E+12,6/3/2024 0:00,SOL/USD,163.08,167.148,161.685,164.971,12387.25,2043537.020409884
1.71729E+12,6/2/2024 0:00,SOL/USD,165.949,166.992,161.336,163.08,8228.757027,1341945.6959631601
1.7172E+12,6/1/2024 0:00,SOL/USD,165.616,173,165.567,165.949,11601.59781,1925273.554141945
1.71711E+12,5/31/2024 0:00,SOL/USD,166.792,170.661,163.705,165.616,12081.51423,2000892.0605500643
1.71703E+12,5/30/2024 0:00,SOL/USD,168.151,172.527,163.151,166.792,17208.01516,2870159.264733512
1.71694E+12,5/29/2024 0:00,SOL/USD,168.547,173.643,167.095,168.151,22545.49927,3791048.2472453173
1.71685E+12,5/28/2024 0:00,SOL/USD,169.917,172.945,164.953,168.547,11973.86982,2018159.8368886341
1.71677E+12,5/27/2024 0:00,SOL/USD,163.386,172.048,163.236,169.917,12095.27382,2055192.641503023
1.71668E+12,5/26/2024 0:00,SOL/USD,168.388,168.388,161.05,163.386,11534.18389,1884524.1685613818
1.7166E+12,5/25/2024 0:00,SOL/USD,167.75,170.362,165.99,168.388,5374.076732,904930.0327480161
1.71651E+12,5/24/2024 0:00,SOL/USD,176.039,176.044,162.679,167.75,18431.72743,3091922.2755437503
1.71642E+12,5/23/2024 0:00,SOL/USD,176.943,180.777,166.87,176.039,14936.07731,2629332.1132230116
1.71634E+12,5/22/2024 0:00,SOL/USD,178.162,183.3,175.1,176.943,11455.70558,2027006.9131497121
1.71625E+12,5/21/2024 0:00,SOL/USD,186.7,188.54,174.484,178.162,25246.53928,4497973.930668874
1.71616E+12,5/20/2024 0:00,SOL/USD,169.856,188.211,167.807,186.7,24316.5555,4539900.912596799
1.71608E+12,5/19/2024 0:00,SOL/USD,172.407,175.084,166.097,169.856,8958.185628,1521601.5780295678
1.71599E+12,5/18/2024 0:00,SOL/USD,169.462,175.997,168.729,172.407,10230.94637,1763886.770640183
1.7159E+12,5/17/2024 0:00,SOL/USD,159.152,171.95,159.152,169.462,31403.6347,5321722.743192476
1.71582E+12,5/16/2024 0:00,SOL/USD,158.6,164.682,156.712,159.152,25503.31935,4058904.281
1.71573E+12,5/15/2024 0:00,SOL/USD,142.211,158.744,141.409,158.6,27841.65004,4415685.696
1.71564E+12,5/14/2024 0:00,SOL/USD,147.285,148.9,138.682,142.211,21598.75026,3071579.8732248605
1.71556E+12,5/13/2024 0:00,SOL/USD,143.366,150.5,137.931,147.285,16328.5746,2404954.109519145
1.71547E+12,5/12/2024 0:00,SOL/USD,145.446,147.641,142.602,143.366,12309.80299,1764807.2148908763
1.71539E+12,5/11/2024 0:00,SOL/USD,146.046,147.628,143.114,145.446,17038.30229,2478152.9141441104
1.7153E+12,5/10/2024 0:00,SOL/USD,152.844,155.585,144.666,146.046,11891.57994,1736717.6840632858
1.71521E+12,5/9/2024 0:00,SOL/USD,142.191,153.29,140.648,152.844,16451.70345,2514544.161806112
1.71513E+12,5/8/2024 0:00,SOL/USD,148.047,149.85,140,142.191,12832.17182,1824619.343
1.71504E+12,5/7/2024 0:00,SOL/USD,152.837,159.086,147.934,148.047,20072.64738,2971695.227
1.71495E+12,5/6/2024 0:00,SOL/USD,145.63,156.778,145.503,152.837,26865.4374,4106032.855445289
1.71487E+12,5/5/2024 0:00,SOL/USD,146.029,147.92,143.32,145.63,5650.462025,822876.7847007499
1.71478E+12,5/4/2024 0:00,SOL/USD,143.655,149.08,142.446,146.029,10334.64221,1509157.466699974
1.71469E+12,5/3/2024 0:00,SOL/USD,137.631,144.954,136.049,143.655,28732.69551,4127595.373920015
1.71461E+12,5/2/2024 0:00,SOL/USD,134.64,140.653,128.216,137.631,20605.42282,2835944.948414682
1.71452E+12,5/1/2024 0:00,SOL/USD,127.042,135.797,118.88,134.64,48710.87023,6558431.568
1.71444E+12,4/30/2024 0:00,SOL/USD,137.739,139.708,120,127.042,36436.56277,4628973.807045215
1.71435E+12,4/29/2024 0:00,SOL/USD,138.002,138.866,133.5,137.739,13007.41928,1791628.923519225
1.71426E+12,4/28/2024 0:00,SOL/USD,141.66,144.53,137.074,138.002,8640.838329,1192452.971078658
1.71418E+12,4/27/2024 0:00,SOL/USD,138.937,142.964,133.102,141.66,13486.15267,1910448.388
1.71409E+12,4/26/2024 0:00,SOL/USD,144.918,146.054,138.787,138.937,12529.14221,1740761.4309528961
1.714E+12,4/25/2024 0:00,SOL/USD,147.812,149.393,142.132,144.918,17590.94815,2549245.023711864
1.71392E+12,4/24/2024 0:00,SOL/USD,154.677,159.699,145.519,147.812,15418.71524,2279071.1366114444
1.71383E+12,4/23/2024 0:00,SOL/USD,157.13,159.99,153.184,154.677,16084.18641,2487853.701
1.71374E+12,4/22/2024 0:00,SOL/USD,148.775,158.462,146.781,157.13,11415.27036,1793681.432
1.71366E+12,4/21/2024 0:00,SOL/USD,151.143,153.535,146.936,148.775,8930.602199,1328650.3421562251
1.71357E+12,4/20/2024 0:00,SOL/USD,142.564,152.298,139.729,151.143,7930.474096,1198635.646291728
1.71348E+12,4/19/2024 0:00,SOL/USD,142.083,147.458,128.592,142.564,39748.63084,5666723.806788632
1.7134E+12,4/18/2024 0:00,SOL/USD,132.054,143.868,127.794,142.083,18354.03366,2607796.164087531
1.71331E+12,4/17/2024 0:00,SOL/USD,136.252,142.684,126.17,132.054,33538.31226,4428868.2870499855
1.71323E+12,4/16/2024 0:00,SOL/USD,138.474,140.553,126.653,136.252,30836.22746,4201497.663
1.71314E+12,4/15/2024 0:00,SOL/USD,151.517,156.079,133.898,138.474,30758.79609,4259293.530182082
1.71305E+12,4/14/2024 0:00,SOL/USD,138.639,152.707,130.561,151.517,31775.51306,4814530.412
1.71297E+12,4/13/2024 0:00,SOL/USD,153.673,155.14,118.195,138.639,82063.25908,11377168.175314844
1.71288E+12,4/12/2024 0:00,SOL/USD,172.318,175.891,147.59,153.673,51615.80485,7931955.579328743
1.71279E+12,4/11/2024 0:00,SOL/USD,173.447,176.277,170.153,172.318,20738.11097,3573549.806645414
1.71271E+12,4/10/2024 0:00,SOL/USD,172.325,175.403,162.44,173.447,24343.29088,4222270.773436807
1.71262E+12,4/9/2024 0:00,SOL/USD,180.688,180.688,169.24,172.325,22570.06038,3889385.6551558245
1.71253E+12,4/8/2024 0:00,SOL/USD,179.572,184.67,175.436,180.688,24811.55166,4483149.645619327
1.71245E+12,4/7/2024 0:00,SOL/USD,178.721,182.651,176.932,179.572,11484.34134,2062266.143465624
1.71236E+12,4/6/2024 0:00,SOL/USD,174.471,179.836,173.714,178.721,10041.52627,1794631.616143228
1.71228E+12,4/5/2024 0:00,SOL/USD,183.959,185.127,168,174.471,35701.95574,6228955.919215657
1.71219E+12,4/4/2024 0:00,SOL/USD,185.015,190.162,180.388,183.959,34378.23711,6324186.119598695
1.7121E+12,4/3/2024 0:00,SOL/USD,181.264,191.849,177.068,185.015,23340.50475,4318343.486136234
1.71202E+12,4/2/2024 0:00,SOL/USD,192.551,192.551,175.974,181.264,41839.41573,7583979.853245249
1.71193E+12,4/1/2024 0:00,SOL/USD,202.675,204.291,186.945,192.551,36039.54846,6939451.096099112
1.71184E+12,3/31/2024 0:00,SOL/USD,194.34,203.062,193.921,202.675,17384.3472,3523372.568151975
1.71176E+12,3/30/2024 0:00,SOL/USD,192.249,200,191,194.34,26935.30792,5234607.742
1.71167E+12,3/29/2024 0:00,SOL/USD,189.388,192.928,183.448,192.249,16736.60297,3217595.184187281
1.71158E+12,3/28/2024 0:00,SOL/USD,186.54,190.943,180.943,189.388,15539.37149,2942970.488316284
1.7115E+12,3/27/2024 0:00,SOL/USD,190.533,192.59,180.191,186.54,22487.33131,4194786.782
1.71141E+12,3/26/2024 0:00,SOL/USD,188.984,196.6,186.389,190.533,19981.44143,3807123.9796011234
1.71132E+12,3/25/2024 0:00,SOL/USD,183.3,194.726,181.059,188.984,26369.37149,4983389.301855144
1.71124E+12,3/24/2024 0:00,SOL/USD,172.7,186.837,171.49,183.3,11730.99512,2150291.405
1.71115E+12,3/23/2024 0:00,SOL/USD,174.847,179,170.785,172.7,11886.85805,2052860.384
1.71107E+12,3/22/2024 0:00,SOL/USD,179.296,181.745,167.655,174.847,33539.3357,5864252.229
1.71098E+12,3/21/2024 0:00,SOL/USD,191.959,195.645,175.99,179.296,38022.75572,6817328.009931712
1.71089E+12,3/20/2024 0:00,SOL/USD,169.91,193.277,162.529,191.959,95425.08167,18317703.252675448
1.71081E+12,3/19/2024 0:00,SOL/USD,195.442,198.614,166,169.91,90175.9388,15321793.76099827
1.71072E+12,3/18/2024 0:00,SOL/USD,201.802,209.889,193.817,195.442,78922.74722,15424819.562366683
1.71063E+12,3/17/2024 0:00,SOL/USD,181.944,204.365,178.75,201.802,56875.34354,11477558.076655475
1.71055E+12,3/16/2024 0:00,SOL/USD,183.548,197.76,176.874,181.944,84085.51044,15298854.110949527
1.71046E+12,3/15/2024 0:00,SOL/USD,176.679,189.879,164.64,183.548,87314.8035,16026457.552267356
1.71037E+12,3/14/2024 0:00,SOL/USD,163.998,178.588,159.327,176.679,61192.51662,10811432.64
1.71029E+12,3/13/2024 0:00,SOL/USD,151.171,166.915,148.818,163.998,49236.73451,8074725.986498976
1.7102E+12,3/12/2024 0:00,SOL/USD,148.727,155,141.732,151.171,41827.91062,6323167.076184849
1.71012E+12,3/11/2024 0:00,SOL/USD,144.492,150.036,137,148.727,42884.52308,6378086.464565341
1.71003E+12,3/10/2024 0:00,SOL/USD,144.499,148.75,140.78,144.492,18457.97132,2667029.1925474075
1.70994E+12,3/9/2024 0:00,SOL/USD,145.078,149.423,143.5,144.499,17904.06914,2587120.0870943572
1.70986E+12,3/8/2024 0:00,SOL/USD,144.026,152.876,142.102,145.078,38180.16893,5539102.548606852
1.70977E+12,3/7/2024 0:00,SOL/USD,130.885,149.5,130.697,144.026,62609.4034,9017381.933944374
1.70968E+12,3/6/2024 0:00,SOL/USD,125.695,135,120.303,130.885,36278.08795,4748257.541204865
1.7096E+12,3/5/2024 0:00,SOL/USD,133.5,142.703,107.294,125.695,69931.51426,8790041.685
1.70951E+12,3/4/2024 0:00,SOL/USD,130.395,134.924,127.679,133.5,52474.46277,7005340.779
1.70942E+12,3/3/2024 0:00,SOL/USD,129.991,132.204,124.545,130.395,23070.22878,3008242.4817681005
1.70934E+12,3/2/2024 0:00,SOL/USD,129.599,131.791,127.433,129.991,33128.2317,4306371.967
1.70925E+12,3/1/2024 0:00,SOL/USD,125.711,137.812,125.711,129.599,49045.0821,6356193.5953370975
1.70916E+12,2/29/2024 0:00,SOL/USD,119,134.601,117.439,125.711,87077.7707,10946633.632341988
1.70908E+12,2/28/2024 0:00,SOL/USD,108.443,119,107,119,60540.26316,7204291.315
1.70899E+12,2/27/2024 0:00,SOL/USD,109.789,112.353,105.463,108.443,46730.08293,5067550.383286432
1.70891E+12,2/26/2024 0:00,SOL/USD,103.502,110.826,100.386,109.789,39478.29,4334281.980590422
1.70882E+12,2/25/2024 0:00,SOL/USD,104.219,104.482,102.016,103.502,12794.01274,1324205.906408476
1.70873E+12,2/24/2024 0:00,SOL/USD,99.891,104.7,98.526,104.219,17826.5222,1857862.3168491428
1.70865E+12,2/23/2024 0:00,SOL/USD,101.728,103.016,98.826,99.891,22412.5039,2238807.426975009
1.70856E+12,2/22/2024 0:00,SOL/USD,105.051,107.042,101.503,101.728,32266.29846,3282386.01
1.70847E+12,2/21/2024 0:00,SOL/USD,108.33,108.755,100.265,105.051,40675.39931,4272991.372809759
1.70839E+12,2/20/2024 0:00,SOL/USD,111.425,112.056,103.939,108.33,26574.65827,2878832.73
1.7083E+12,2/19/2024 0:00,SOL/USD,112.222,114.781,110.924,111.425,19803.36877,2206590.365308675
1.70821E+12,2/18/2024 0:00,SOL/USD,109.01,114.17,107.61,112.222,9136.327986,1025296.9992448919
1.70813E+12,2/17/2024 0:00,SOL/USD,110.42,111.523,105.838,109.01,11329.2195,1234998.218
1.70804E+12,2/16/2024 0:00,SOL/USD,113.762,114.295,108.102,110.42,24095.65573,2660642.306
1.70796E+12,2/15/2024 0:00,SOL/USD,116.971,118.44,111.6,113.762,43401.82044,4937477.897236566
1.70787E+12,2/14/2024 0:00,SOL/USD,112.592,118.709,110.757,116.971,28403.4324,3322377.8910264582
1.70778E+12,2/13/2024 0:00,SOL/USD,111.719,115,108.423,112.592,49176.14297,5536840.289728608
1.7077E+12,2/12/2024 0:00,SOL/USD,107.508,112.209,103.511,111.719,34043.82263,3803341.820512689
1.70761E+12,2/11/2024 0:00,SOL/USD,109.065,110.748,107.35,107.508,17575.29656,1889484.9828950039
1.70752E+12,2/10/2024 0:00,SOL/USD,106.9,110.943,106.9,109.065,21151.73922,2306914.4379202346
1.70744E+12,2/9/2024 0:00,SOL/USD,102.77,109.094,102.77,106.9,39816.98956,4256436.184391601
1.70735E+12,2/8/2024 0:00,SOL/USD,101.114,105,100.574,102.77,50665.22292,5206864.9598994795
1.70726E+12,2/7/2024 0:00,SOL/USD,97.02,101.5,94.597,101.114,21131.13441,2136653.524429398
1.70718E+12,2/6/2024 0:00,SOL/USD,95.542,97.837,93.1,97.02,11213.30851,1087915.191
1.70709E+12,2/5/2024 0:00,SOL/USD,95.548,98.587,94.181,95.542,13469.90145,1286941.323953732
1.707E+12,2/4/2024 0:00,SOL/USD,97.853,98.48,95.1,95.548,6705.917548,640737.0098763041
1.70692E+12,2/3/2024 0:00,SOL/USD,100.372,101.121,96.65,97.853,6508.386103,636865.1053368589
1.70683E+12,2/2/2024 0:00,SOL/USD,97.799,102.448,97.458,100.372,22928.31206,2301360.5384878083
1.70675E+12,2/1/2024 0:00,SOL/USD,96.9,97.984,93.07,97.799,22445.63199,2195160.3628922114
1.70666E+12,1/31/2024 0:00,SOL/USD,101.425,102.621,95.55,96.9,37176.64921,3602417.3082552003
1.70657E+12,1/30/2024 0:00,SOL/USD,101.587,106.411,101.033,101.425,47519.38014,4819653.130395225
1.70649E+12,1/29/2024 0:00,SOL/USD,96.042,101.917,94.936,101.587,33012.61347,3353652.3641705425
1.7064E+12,1/28/2024 0:00,SOL/USD,94.147,100,93.499,96.042,38063.24134,3655669.824680238
1.70631E+12,1/27/2024 0:00,SOL/USD,92.488,94.47,90.703,94.147,15540.78298,1463118.095594648
1.70623E+12,1/26/2024 0:00,SOL/USD,86.814,93.636,86.06,92.488,28259.25237,2613641.733
1.70614E+12,1/25/2024 0:00,SOL/USD,88.763,89.55,84.805,86.814,19745.26194,1714165.170319602
1.70605E+12,1/24/2024 0:00,SOL/USD,84.138,89.354,83.306,88.763,23934.01752,2124455.1972165233
1.70597E+12,1/23/2024 0:00,SOL/USD,83.564,85.838,78.719,84.138,57233.49779,4815512.036886744
1.70588E+12,1/22/2024 0:00,SOL/USD,90.926,91.824,82.1,83.564,62779.36695,5246095.02
1.7058E+12,1/21/2024 0:00,SOL/USD,92.539,93.815,90.802,90.926,15702.56737,1427771.640502768
1.70571E+12,1/20/2024 0:00,SOL/USD,93.221,94.037,90.213,92.539,16020.66225,1482536.064322906
1.70562E+12,1/19/2024 0:00,SOL/USD,94.186,95.338,87,93.221,36273.00304,3381405.6160189565
1.70554E+12,1/18/2024 0:00,SOL/USD,102.074,103.39,91,94.186,50578.44413,4763781.338
1.70545E+12,1/17/2024 0:00,SOL/USD,97.607,102.65,96.71,102.074,49211.1339,5023177.2821168965
1.70536E+12,1/16/2024 0:00,SOL/USD,94.323,98.588,94.181,97.607,32187.89839,3141764.197957516
1.70528E+12,1/15/2024 0:00,SOL/USD,94,96.861,93.084,94.323,16207.27562,1528718.857927968
1.70519E+12,1/14/2024 0:00,SOL/USD,95.78,103.084,93.745,94,33336.17488,3133600.438
1.7051E+12,1/13/2024 0:00,SOL/USD,92.017,97.133,89.51,95.78,17866.53914,1711257.119
1.70502E+12,1/12/2024 0:00,SOL/USD,99.887,100.409,86.709,92.017,40706.39889,3745680.706937181
1.70493E+12,1/11/2024 0:00,SOL/USD,102.026,107.439,97.404,99.887,36966.69028,3692491.792198134
1.70484E+12,1/10/2024 0:00,SOL/USD,99.35,105.497,92.195,102.026,64827.52191,6614092.750593712
1.70476E+12,1/9/2024 0:00,SOL/USD,97.941,105,95.453,99.35,26164.17902,2599411.186
1.70467E+12,1/8/2024 0:00,SOL/USD,89.358,99.889,85.316,97.941,33553.18831,3286232.816563533
1.70459E+12,1/7/2024 0:00,SOL/USD,93.759,96.691,87.91,89.358,20313.41116,1815165.794167206
1.7045E+12,1/6/2024 0:00,SOL/USD,100.028,100.19,91.726,93.759,17630.4594,1653014.242790841
1.70441E+12,1/5/2024 0:00,SOL/USD,105.043,105.45,95.34,100.028,18924.51965,1892981.8512501162
1.70433E+12,1/4/2024 0:00,SOL/USD,98.552,108.354,96.802,105.043,30160.18097,3168115.889841796
1.70424E+12,1/3/2024 0:00,SOL/USD,106.633,109.909,90,98.552,63903.54686,6297822.349851064
1.70415E+12,1/2/2024 0:00,SOL/USD,109.961,116.963,106.08,106.633,37299.56741,3977364.7716305302
1.70407E+12,1/1/2024 0:00,SOL/USD,101.72,109.961,101.524,109.961,28354.84967,3117927.624672831
1.70398E+12,12/31/2023 0:00,SOL/USD,101.727,105.068,99.614,101.72,35327.51711,3593515.041
1.70389E+12,12/30/2023 0:00,SOL/USD,106.291,107.424,100.763,101.727,20827.64615,2118733.9596975963
1.70381E+12,12/29/2023 0:00,SOL/USD,101.912,109.956,99.68,106.291,38960.25638,4141124.611
1.70372E+12,12/28/2023 0:00,SOL/USD,106.829,109.601,97.274,101.912,66650.49966,6792485.7211460965
1.70364E+12,12/27/2023 0:00,SOL/USD,112.7,115.251,104.921,106.829,76989.9885,8224763.481786987
1.70355E+12,12/26/2023 0:00,SOL/USD,121,121.298,102.538,112.7,93637.38016,10552932.74
1.70346E+12,12/25/2023 0:00,SOL/USD,112.482,126,108.2,121,38094.93069,4609486.614
1.70338E+12,12/24/2023 0:00,SOL/USD,107.958,118,107.463,112.482,90218.18542,10147921.93196251
1.70329E+12,12/23/2023 0:00,SOL/USD,97.858,109.964,92.952,107.958,63695.72632,6876463.222270476
1.7032E+12,12/22/2023 0:00,SOL/USD,93.845,100,90.218,97.858,109735.3742,10738484.247778594
1.70312E+12,12/21/2023 0:00,SOL/USD,82.088,96.073,81.086,93.845,119918.3809,11253740.45518512
1.70303E+12,12/20/2023 0:00,SOL/USD,73.001,84.27,73.001,82.088,78464.34788,6440981.388445088
1.70294E+12,12/19/2023 0:00,SOL/USD,74.442,76.305,71.8,73.001,45495.6412,3321227.302949196
1.70286E+12,12/18/2023 0:00,SOL/USD,70.808,75.4,66.999,74.442,46172.31105,3437159.1791840997
1.70277E+12,12/17/2023 0:00,SOL/USD,73.663,74.858,70.496,70.808,33806.96108,2393803.3000818323
1.70268E+12,12/16/2023 0:00,SOL/USD,72.561,77.135,71.194,73.663,23861.16115,1757684.714013439
1.7026E+12,12/15/2023 0:00,SOL/USD,75.663,79.25,72.127,72.561,35139.80673,2549779.5159178474
1.70251E+12,12/14/2023 0:00,SOL/USD,70.758,76.215,68.329,75.663,43664.90398,3303817.629990066
1.70243E+12,12/13/2023 0:00,SOL/USD,68.493,72.555,64,70.758,53770.86702,3804719.0083181276
1.70234E+12,12/12/2023 0:00,SOL/USD,70.332,72.589,65.71,68.493,37795.33984,2588716.2115926268
1.70225E+12,12/11/2023 0:00,SOL/USD,74.82,74.942,65.976,70.332,62163.21232,4372063.049101235
1.70217E+12,12/10/2023 0:00,SOL/USD,72.378,74.848,70.763,74.82,30895.6344,2311611.3657331797
1.70208E+12,12/9/2023 0:00,SOL/USD,74.926,77.9,71.872,72.378,48868.47981,3537002.831977692
1.70199E+12,12/8/2023 0:00,SOL/USD,67.773,75.25,67.773,74.926,76806.76627,5754823.769396169
1.70191E+12,12/7/2023 0:00,SOL/USD,61.956,69.371,61.741,67.773,58072.63136,3935756.4450257337
1.70182E+12,12/6/2023 0:00,SOL/USD,60.955,66.578,60.955,61.956,44062.5336,2729938.331597688
1.70173E+12,12/5/2023 0:00,SOL/USD,61.514,62.708,59.144,60.955,38422.48261,2342042.428
1.70165E+12,12/4/2023 0:00,SOL/USD,63.12,65.224,60.036,61.514,44175.9509,2717439.4435395724
1.70156E+12,12/3/2023 0:00,SOL/USD,63.525,65.514,62.27,63.12,33394.48047,2107859.6073926403
1.70148E+12,12/2/2023 0:00,SOL/USD,59.807,63.91,59.722,63.525,36561.1741,2322548.584
1.70139E+12,12/1/2023 0:00,SOL/USD,59.267,61.782,58.644,59.807,40517.94394,2423256.673458808
1.7013E+12,11/30/2023 0:00,SOL/USD,59.265,61.678,58.809,59.267,29884.02532,1771136.528818241
1.70122E+12,11/29/2023 0:00,SOL/USD,58.205,61.851,57.756,59.265,35090.89799,2079662.069
1.70113E+12,11/28/2023 0:00,SOL/USD,55.079,58.674,53.955,58.205,31937.36436,1858914.293
1.70104E+12,11/27/2023 0:00,SOL/USD,57.598,58.054,53.514,55.079,12345.9008,679999.8699
1.70096E+12,11/26/2023 0:00,SOL/USD,58.89,59.049,56.261,57.598,9904.764928,570494.6503
1.70087E+12,11/25/2023 0:00,SOL/USD,56.88,60,55.915,58.89,20526.92792,1208830.785
1.70078E+12,11/24/2023 0:00,SOL/USD,56.448,58.827,56.266,56.88,21547.43569,1225618.1419334402
1.7007E+12,11/23/2023 0:00,SOL/USD,57.554,59.5,56.193,56.448,23490.72268,1326004.3135584001
1.70061E+12,11/22/2023 0:00,SOL/USD,51.69,58.931,51.6,57.554,35873.71011,2064675.511613386
1.70052E+12,11/21/2023 0:00,SOL/USD,56.732,57.4,51.338,51.69,42083.39691,2175290.786
1.70044E+12,11/20/2023 0:00,SOL/USD,61.105,61.288,56.054,56.732,29882.74463,1695307.868292428
1.70035E+12,11/19/2023 0:00,SOL/USD,58.48,62.043,56.703,61.105,37876.28447,2314430.3623560346
1.70027E+12,11/18/2023 0:00,SOL/USD,58.492,59.419,54.77,58.48,20827.37725,1217985.022
1.70018E+12,11/17/2023 0:00,SOL/USD,57.957,60.381,54.202,58.492,46798.11524,2737315.3567350637
1.70009E+12,11/16/2023 0:00,SOL/USD,65.576,68.211,56.466,57.957,94619.27699,5483849.436335559
1.70001E+12,11/15/2023 0:00,SOL/USD,56.887,67.139,56.326,65.576,63478.98785,4162698.1075139036
1.69992E+12,11/14/2023 0:00,SOL/USD,51.695,57.865,51.47,56.887,32608.02847,1854972.915516003
1.69983E+12,11/13/2023 0:00,SOL/USD,56.353,59.751,51.515,51.695,51619.35895,2668462.7609719452
1.69975E+12,11/12/2023 0:00,SOL/USD,56.232,62.052,54.562,56.353,44340.69096,2498730.9577815863
1.69966E+12,11/11/2023 0:00,SOL/USD,57.134,65.609,53.8,56.232,66318.71346,3729233.895
1.69957E+12,11/10/2023 0:00,SOL/USD,45.495,57.456,45.144,57.134,85674.29955,4894915.430603968
1.69949E+12,11/9/2023 0:00,SOL/USD,43.145,49,42.69,45.495,70489.6114,3206924.870597505
1.6994E+12,11/8/2023 0:00,SOL/USD,43,44.23,42.348,43.145,33881.16796,1461802.991418475
1.69932E+12,11/7/2023 0:00,SOL/USD,42.24,44.685,40.154,43,57513.53473,2473081.993
1.69923E+12,11/6/2023 0:00,SOL/USD,41.22,42.24,39.742,42.24,38299.32078,1617763.31
1.69914E+12,11/5/2023 0:00,SOL/USD,42.545,42.966,40.31,41.22,28311.8279,1167013.546
1.69906E+12,11/4/2023 0:00,SOL/USD,39.507,43.2,39.07,42.545,39790.83708,1692901.1633984202
1.69897E+12,11/3/2023 0:00,SOL/USD,40.154,40.337,38.08,39.507,47188.86193,1864290.3681104819
1.69888E+12,11/2/2023 0:00,SOL/USD,41.263,44.643,38.71,40.154,74622.9293,2996409.1030720463
1.6988E+12,11/1/2023 0:00,SOL/USD,38.438,46.97,37.925,41.263,123581.7707,5099354.604270311
1.69871E+12,10/31/2023 0:00,SOL/USD,34.968,38.89,34.883,38.438,61180.40645,2351652.4631635384
1.69862E+12,10/30/2023 0:00,SOL/USD,32.833,35.34,32.407,34.968,41041.69092,1435145.8481954641
1.69854E+12,10/29/2023 0:00,SOL/USD,31.731,33.166,31.355,32.833,47053.53978,1544908.8714654078
1.69845E+12,10/28/2023 0:00,SOL/USD,31.772,32.521,31.4,31.731,18450.68141,585458.5719
1.69836E+12,10/27/2023 0:00,SOL/USD,32.812,33.344,31.087,31.772,24269.65112,771095.3555
1.69828E+12,10/26/2023 0:00,SOL/USD,32.446,33.295,30.743,32.812,24923.1221,817777.4822467639
1.69819E+12,10/25/2023 0:00,SOL/USD,30.201,33.834,30.055,32.446,36819.01422,1194629.735284782
1.69811E+12,10/24/2023 0:00,SOL/USD,32,32.663,29.546,30.201,29918.5743,903570.8623
1.69802E+12,10/23/2023 0:00,SOL/USD,29.08,33.484,28.795,32,54848.39472,1755148.631
1.69793E+12,10/22/2023 0:00,SOL/USD,29.4,29.996,28.144,29.08,21560.16765,626969.6752910799
1.69785E+12,10/21/2023 0:00,SOL/USD,27.023,30.256,26.665,29.4,55936.71031,1644539.283
1.69776E+12,10/20/2023 0:00,SOL/USD,24.983,27.5,24.76,27.023,44359.41719,1198724.5306443009
1.69767E+12,10/19/2023 0:00,SOL/USD,23.41,25.737,23.165,24.983,19591.14377,489445.54468099505
1.69759E+12,10/18/2023 0:00,SOL/USD,24.011,24.41,23.4,23.41,27585.73078,645781.9575
1.6975E+12,10/17/2023 0:00,SOL/USD,23.951,24.528,23.472,24.011,18206.32944,437152.17627988395
1.69741E+12,10/16/2023 0:00,SOL/USD,21.917,24.857,21.917,23.951,22151.29888,530545.7595
1.69733E+12,10/15/2023 0:00,SOL/USD,22.002,22.158,21.686,21.917,3773.546745,82704.82401016502
1.69724E+12,10/14/2023 0:00,SOL/USD,21.841,22.259,21.797,22.002,3133.629786,68946.12255
1.69716E+12,10/13/2023 0:00,SOL/USD,21.268,22.189,21.121,21.841,8967.720782,195863.98959966202
1.69707E+12,10/12/2023 0:00,SOL/USD,22.004,22.038,21,21.268,8369.170228,177995.51240910403
1.69698E+12,10/11/2023 0:00,SOL/USD,22.091,22.407,21.642,22.004,8720.793692,191892.3444
1.6969E+12,10/10/2023 0:00,SOL/USD,22.168,22.461,21.706,22.091,6868.262234,151726.781
1.69681E+12,10/9/2023 0:00,SOL/USD,23.225,23.349,21.733,22.168,9594.285931,212686.1305
1.69672E+12,10/8/2023 0:00,SOL/USD,23.323,23.63,22.899,23.225,6364.193857,147808.4023
1.69664E+12,10/7/2023 0:00,SOL/USD,23.44,24.197,23.092,23.323,5880.416386,137148.9514
1.69655E+12,10/6/2023 0:00,SOL/USD,22.733,23.766,22.697,23.44,9990.547252,234178.42758688002
1.69646E+12,10/5/2023 0:00,SOL/USD,23.175,23.767,22.573,22.733,7740.459992,175963.877
1.69638E+12,10/4/2023 0:00,SOL/USD,23.588,23.802,22.6,23.175,12884.75369,298604.1668
1.69629E+12,10/3/2023 0:00,SOL/USD,23.409,24.74,23.23,23.588,13859.07729,326907.915
